id,seller_id,discs,price,newfrom,usedfrom,edition,form,release_date
58c4f2e7-d952-11eb-923e-d95dfd5674ed,42a7741e-809b-4f9b-ba1d-adb4f292d002,17,15,29,13,Special Edition,DVD,Thu Dec 24 2020 14:23:23 GMT-0800 (Pacific Standard Time)
58c4f2e8-d952-11eb-923e-d95dfd5674ed,0b313f81-ad61-4db7-9f5e-7d2db76f6e7b,4,37,14,19,,Prime Video,Mon Feb 01 2021 13:07:20 GMT-0800 (Pacific Standard Time)
58c4f2e9-d952-11eb-923e-d95dfd5674ed,e1fabb3f-25df-45ac-ab29-7e6d20b1153f,24,16,21,3,Limited Collector's Edition,DVD,Fri Jan 29 2021 00:02:44 GMT-0800 (Pacific Standard Time)
58c4f2ea-d952-11eb-923e-d95dfd5674ed,9068c74b-6c9d-4ee8-983f-95f488ae6022,13,15,15,3,Limited Collector's Edition,4K,Mon Jun 21 2021 17:24:22 GMT-0700 (Pacific Daylight Time)
58c4f2eb-d952-11eb-923e-d95dfd5674ed,dda1d1a8-47b4-4d7e-9378-5fc4862d3cc0,20,17,13,22,Special Extended Version,4K,Sun Mar 28 2021 01:16:28 GMT-0700 (Pacific Daylight Time)
58c4f2ec-d952-11eb-923e-d95dfd5674ed,84dd8c7d-a437-4ac1-9b04-375ec645a7d6,6,6,34,11,,4K,Sat Apr 03 2021 18:51:39 GMT-0700 (Pacific Daylight Time)
58c4f2ed-d952-11eb-923e-d95dfd5674ed,b879693f-7c10-4a18-a8d9-8402ec9b39ec,8,23,10,25,Collector's Edition,Blu-ray,Sat Aug 08 2020 03:08:17 GMT-0700 (Pacific Daylight Time)
58c4f2f3-d952-11eb-923e-d95dfd5674ed,f2510dbc-578e-48d3-a448-9ac5b5338476,20,20,16,14,Limited Collector's Edition,4K,Mon Sep 21 2020 18:23:49 GMT-0700 (Pacific Daylight Time)
58c4f2f4-d952-11eb-923e-d95dfd5674ed,c17cd198-c443-4be4-b4d5-588d2467e14a,37,32,11,11,Limited Edition,4K,Sun Mar 07 2021 14:49:16 GMT-0800 (Pacific Standard Time)
58c4f2f5-d952-11eb-923e-d95dfd5674ed,c5b2931a-dedf-49ba-8144-ce55fc1632e1,46,6,6,30,Collector's Edition,Blu-ray,Tue Jul 21 2020 22:32:04 GMT-0700 (Pacific Daylight Time)
58c4f2f6-d952-11eb-923e-d95dfd5674ed,0e3aa6ff-ae59-4c56-b290-5de0a90b4821,2,21,25,4,Special Extended Version,4K,Sat Dec 05 2020 12:41:48 GMT-0800 (Pacific Standard Time)
58c4f2f7-d952-11eb-923e-d95dfd5674ed,c3e2ab65-dcad-47d2-8bb0-ed85d4986c93,24,42,8,26,Limited Edition,Blu-ray,Tue Oct 20 2020 19:45:06 GMT-0700 (Pacific Daylight Time)
58c4f2f8-d952-11eb-923e-d95dfd5674ed,7ec69db4-3339-4532-8cf9-f5318dc9770c,33,17,8,29,,DVD,Sun Jan 10 2021 03:12:22 GMT-0800 (Pacific Standard Time)
58c4f2f9-d952-11eb-923e-d95dfd5674ed,d1c471df-f391-4b44-9e02-e2df3daf95e3,33,13,26,3,Limited Edition,DVD,Sun Jan 24 2021 16:10:43 GMT-0800 (Pacific Standard Time)
58c4f2ff-d952-11eb-923e-d95dfd5674ed,1c3a7da1-d73f-427d-865c-4b589b9dbf86,29,25,14,18,Special Extended Version,Prime Video,Wed Aug 26 2020 19:40:11 GMT-0700 (Pacific Daylight Time)
58c4f300-d952-11eb-923e-d95dfd5674ed,7334b418-8f04-4278-9774-a3de3dd7eed6,30,28,26,15,,Prime Video,Wed Aug 26 2020 19:41:39 GMT-0700 (Pacific Daylight Time)
58c4f301-d952-11eb-923e-d95dfd5674ed,9de8e743-4956-4d35-a4fe-af4559761dd7,30,37,18,7,,DVD,Wed Jan 27 2021 11:25:34 GMT-0800 (Pacific Standard Time)
58c4f307-d952-11eb-923e-d95dfd5674ed,80ddcfab-8d61-4bd1-9eec-0e692a77e4ca,31,28,11,10,Limited Edition,Blu-ray,Sun Nov 29 2020 07:51:21 GMT-0800 (Pacific Standard Time)
58c4f308-d952-11eb-923e-d95dfd5674ed,7a732025-dfcb-4ff0-a83d-834355f3c4e3,38,9,36,27,Special Extended Version,4K,Mon Sep 21 2020 03:37:41 GMT-0700 (Pacific Daylight Time)
58c4f309-d952-11eb-923e-d95dfd5674ed,d56c6634-5601-498d-8e9a-f41b252fd4a4,8,31,31,32,Special Edition,4K,Sun Nov 22 2020 01:44:07 GMT-0800 (Pacific Standard Time)
58c4f30a-d952-11eb-923e-d95dfd5674ed,e2a22588-56b7-4a46-81a0-396a87d9f896,17,15,29,8,Collector's Edition,4K,Wed Oct 28 2020 01:10:40 GMT-0700 (Pacific Daylight Time)
58c4f30b-d952-11eb-923e-d95dfd5674ed,4d5b8991-bb42-4dd3-92e0-6fede2de36a0,25,42,16,5,Collector's Edition,Blu-ray,Tue Mar 30 2021 14:17:05 GMT-0700 (Pacific Daylight Time)
58c4f311-d952-11eb-923e-d95dfd5674ed,67374378-ee76-4173-921f-8dc2357bc19e,26,37,15,31,Collector's Edition,4K,Thu Apr 01 2021 15:32:15 GMT-0700 (Pacific Daylight Time)
58c4f312-d952-11eb-923e-d95dfd5674ed,96d0508d-7395-48f4-8a30-d9ff6555c3e0,27,24,10,5,Special Extended Version,Prime Video,Mon Jan 11 2021 08:16:27 GMT-0800 (Pacific Standard Time)
58c4f313-d952-11eb-923e-d95dfd5674ed,802152a7-5bb6-4ae4-84a3-bbbbb91b57ee,43,11,9,28,Special Extended Version,Prime Video,Mon Nov 09 2020 18:45:52 GMT-0800 (Pacific Standard Time)
58c4f314-d952-11eb-923e-d95dfd5674ed,69ac6af0-3942-4d3f-8aed-58ffd1fd92bc,46,43,21,28,Collector's Edition,4K,Wed Aug 05 2020 02:15:13 GMT-0700 (Pacific Daylight Time)
58c4f315-d952-11eb-923e-d95dfd5674ed,d2177a04-f2c7-44c6-b6ec-cb84591129a5,36,21,5,28,,Prime Video,Sat Dec 12 2020 16:38:26 GMT-0800 (Pacific Standard Time)
58c4f316-d952-11eb-923e-d95dfd5674ed,1c84760f-878a-4537-bd52-1887f889c743,29,25,14,22,,Prime Video,Sun Nov 15 2020 19:03:03 GMT-0800 (Pacific Standard Time)
58c4f317-d952-11eb-923e-d95dfd5674ed,8580957b-9782-4fee-a60c-38c6400757ec,40,36,23,32,Collector's Edition,4K,Sat Aug 08 2020 01:16:11 GMT-0700 (Pacific Daylight Time)
58c4f318-d952-11eb-923e-d95dfd5674ed,496bf125-f92f-45e5-b8b3-cc34e0440d40,11,6,20,31,Limited Edition,DVD,Mon Mar 01 2021 21:54:39 GMT-0800 (Pacific Standard Time)
58c4f319-d952-11eb-923e-d95dfd5674ed,5c6c9f34-257e-40bc-b3a3-f4f77898ea51,22,26,20,31,Limited Collector's Edition,Blu-ray,Sat Apr 10 2021 02:35:51 GMT-0700 (Pacific Daylight Time)
58c4f31a-d952-11eb-923e-d95dfd5674ed,aca5e2c3-8e4b-4eae-98c6-0762dcd323c7,1,12,23,6,,Prime Video,Sun Feb 21 2021 01:54:26 GMT-0800 (Pacific Standard Time)
58c4f31b-d952-11eb-923e-d95dfd5674ed,13a00797-0754-47e0-8dcd-fee42f0d0e5e,2,20,30,7,Special Extended Version,4K,Sun Feb 07 2021 22:55:32 GMT-0800 (Pacific Standard Time)
58c4f31c-d952-11eb-923e-d95dfd5674ed,11fd1dbe-eed1-41f6-a543-31e31154fa32,18,36,24,12,Special Edition,Prime Video,Mon May 24 2021 11:13:18 GMT-0700 (Pacific Daylight Time)
58c4f31d-d952-11eb-923e-d95dfd5674ed,b25a3cdb-4fcf-42f7-a8c0-fe3ec9430f78,40,10,36,29,Special Edition,Prime Video,Mon Nov 23 2020 18:21:52 GMT-0800 (Pacific Standard Time)
58c4f31e-d952-11eb-923e-d95dfd5674ed,e292fea5-db33-4299-bee4-e4c759281cee,2,35,18,17,Collector's Edition,4K,Wed Jan 06 2021 12:57:51 GMT-0800 (Pacific Standard Time)
58c4f31f-d952-11eb-923e-d95dfd5674ed,5b109dc5-a322-4083-bd7c-62a7fae72ec9,11,20,38,5,Special Edition,Prime Video,Sat Aug 08 2020 13:14:37 GMT-0700 (Pacific Daylight Time)
58c519f0-d952-11eb-923e-d95dfd5674ed,62cbb616-0578-4416-8f91-b284c1e97618,3,31,6,25,Limited Collector's Edition,DVD,Sat Nov 07 2020 21:47:07 GMT-0800 (Pacific Standard Time)
58c519f1-d952-11eb-923e-d95dfd5674ed,754f979c-2dd2-4c98-823d-c9418f89a22f,21,12,16,3,Limited Edition,4K,Wed Nov 11 2020 23:21:39 GMT-0800 (Pacific Standard Time)
58c519f2-d952-11eb-923e-d95dfd5674ed,c7f2f928-4ae2-45d2-a892-7b68bcccbd4b,19,31,38,3,Special Extended Version,Prime Video,Fri Nov 13 2020 17:26:35 GMT-0800 (Pacific Standard Time)
58c519f3-d952-11eb-923e-d95dfd5674ed,c1735d0e-f0b1-4402-9b44-34c8a2c1aaf6,34,9,22,17,Limited Edition,Blu-ray,Wed Sep 09 2020 06:45:12 GMT-0700 (Pacific Daylight Time)
58c519f4-d952-11eb-923e-d95dfd5674ed,272258e1-97b9-4e73-8288-fa0a6512920f,18,14,28,27,Special Extended Version,DVD,Thu Sep 03 2020 21:57:22 GMT-0700 (Pacific Daylight Time)
58c519f5-d952-11eb-923e-d95dfd5674ed,91832a32-7f59-4cef-aa3d-8d95fd8fc9a8,8,9,34,10,Special Edition,DVD,Sat Nov 21 2020 09:47:36 GMT-0800 (Pacific Standard Time)
58c519f6-d952-11eb-923e-d95dfd5674ed,328bf7c0-2ac7-4b40-a87c-1ddffeef9541,12,11,39,30,,Blu-ray,Fri Mar 05 2021 17:19:56 GMT-0800 (Pacific Standard Time)
58c519f7-d952-11eb-923e-d95dfd5674ed,abfe79ca-d9a1-46b2-a64c-ae1401043480,24,44,32,23,,DVD,Sat Nov 21 2020 03:34:40 GMT-0800 (Pacific Standard Time)
58c519f8-d952-11eb-923e-d95dfd5674ed,27bd13d3-0105-4322-987e-4c09b5dd4796,10,32,6,22,,Blu-ray,Wed Aug 05 2020 04:03:09 GMT-0700 (Pacific Daylight Time)
58c519f9-d952-11eb-923e-d95dfd5674ed,bc2fdd0b-e0d8-42ed-ac4d-53ab15e03917,24,36,15,3,,DVD,Mon Feb 15 2021 22:29:20 GMT-0800 (Pacific Standard Time)
58c519fa-d952-11eb-923e-d95dfd5674ed,1e91c0d2-6ff6-4bb5-bdbd-9786846ac272,10,39,21,25,,DVD,Sat Feb 13 2021 11:32:10 GMT-0800 (Pacific Standard Time)
58c519fb-d952-11eb-923e-d95dfd5674ed,23bb21f8-aa17-4fc0-85ea-6bdc45f9ebdb,32,25,27,18,,DVD,Thu Jul 02 2020 10:09:58 GMT-0700 (Pacific Daylight Time)
58c519fc-d952-11eb-923e-d95dfd5674ed,dc6e4257-08cd-4e45-a735-0bdf669eb012,48,12,20,21,,4K,Fri May 07 2021 01:07:43 GMT-0700 (Pacific Daylight Time)
58c519fd-d952-11eb-923e-d95dfd5674ed,1c50417a-4c7b-47f2-b826-3b0fc0519513,21,5,36,27,Special Edition,4K,Tue Jul 14 2020 14:47:24 GMT-0700 (Pacific Daylight Time)
58c519fe-d952-11eb-923e-d95dfd5674ed,f6382e56-0a76-4a21-9d69-f787c5be896a,45,8,35,18,,Blu-ray,Sun Jan 03 2021 13:07:08 GMT-0800 (Pacific Standard Time)
58c51a04-d952-11eb-923e-d95dfd5674ed,0e016b5c-ab12-4d27-99ac-3975807c2570,28,28,20,20,Collector's Edition,Prime Video,Fri Aug 21 2020 05:12:03 GMT-0700 (Pacific Daylight Time)
58c51a0a-d952-11eb-923e-d95dfd5674ed,c710b95b-4dd8-4f09-a6a8-e3e842e34bd0,28,36,25,14,,Prime Video,Fri Feb 19 2021 14:51:06 GMT-0800 (Pacific Standard Time)
58c51a0b-d952-11eb-923e-d95dfd5674ed,f2e628a4-2e76-4ea3-8ef3-db5ed04f89bf,46,34,33,29,,DVD,Sat Nov 21 2020 02:46:11 GMT-0800 (Pacific Standard Time)
58c51a0c-d952-11eb-923e-d95dfd5674ed,2c6b5d34-73e5-4320-bb71-dcb7f2080cd2,6,31,11,28,Special Extended Version,4K,Mon Jun 07 2021 16:43:41 GMT-0700 (Pacific Daylight Time)
58c51a0d-d952-11eb-923e-d95dfd5674ed,93ccdba4-3792-49ca-b72a-48765fcaac08,12,30,24,15,Limited Edition,Blu-ray,Sun Nov 01 2020 10:10:40 GMT-0800 (Pacific Standard Time)
58c51a0e-d952-11eb-923e-d95dfd5674ed,c2f64114-1c57-4165-994e-c77d2f64ed8d,31,28,15,18,Collector's Edition,Blu-ray,Tue Jan 26 2021 11:10:49 GMT-0800 (Pacific Standard Time)
58c51a0f-d952-11eb-923e-d95dfd5674ed,8deac1f2-40c2-456d-bed4-0e8aad60e5da,27,39,15,18,Collector's Edition,DVD,Wed Feb 17 2021 13:53:30 GMT-0800 (Pacific Standard Time)
58c54100-d952-11eb-923e-d95dfd5674ed,a5bb3dd8-fd60-4978-af25-3a03f0a34eaa,29,9,32,25,Collector's Edition,Prime Video,Fri Aug 21 2020 09:02:50 GMT-0700 (Pacific Daylight Time)
58c54101-d952-11eb-923e-d95dfd5674ed,db921c27-8619-4d68-b8c9-c09ee1641105,4,35,27,6,Limited Collector's Edition,Blu-ray,Wed Dec 30 2020 05:47:38 GMT-0800 (Pacific Standard Time)
58c54102-d952-11eb-923e-d95dfd5674ed,28ef01a4-6656-4ebc-9587-190246a4aeb3,34,34,36,13,Limited Collector's Edition,DVD,Fri Feb 05 2021 23:44:17 GMT-0800 (Pacific Standard Time)
58c54108-d952-11eb-923e-d95dfd5674ed,8e40fbf6-1c3e-4472-9d88-a71d5a57614e,47,41,20,13,,DVD,Sat Aug 08 2020 01:09:19 GMT-0700 (Pacific Daylight Time)
58c54109-d952-11eb-923e-d95dfd5674ed,5bc22d9b-1330-4b0b-9868-318f0c9c0412,5,30,8,29,Special Edition,4K,Tue Oct 06 2020 16:11:18 GMT-0700 (Pacific Daylight Time)
58c5410a-d952-11eb-923e-d95dfd5674ed,d3c2c5b6-1b61-4029-a05d-8bc9d98b9c2f,30,27,10,22,Collector's Edition,4K,Tue Jan 12 2021 14:52:37 GMT-0800 (Pacific Standard Time)
58c5410b-d952-11eb-923e-d95dfd5674ed,7939a3e3-a174-4df8-a785-b698c8c77fc0,24,23,36,22,Limited Collector's Edition,4K,Mon Dec 14 2020 20:51:04 GMT-0800 (Pacific Standard Time)
58c5410c-d952-11eb-923e-d95dfd5674ed,0f2dadc9-2cdd-4ffd-88f6-1a3ada1cae03,22,9,27,14,,DVD,Wed Dec 02 2020 06:53:46 GMT-0800 (Pacific Standard Time)
58c5410d-d952-11eb-923e-d95dfd5674ed,dda166b8-290f-40dd-9818-8c76a9333432,15,30,27,29,Special Extended Version,Blu-ray,Sat Nov 07 2020 11:31:09 GMT-0800 (Pacific Standard Time)
58c5410e-d952-11eb-923e-d95dfd5674ed,e341e16a-2d61-4c4f-94b4-d39d6d3775d9,9,7,33,8,Limited Collector's Edition,DVD,Mon Oct 05 2020 19:12:46 GMT-0700 (Pacific Daylight Time)
58c5410f-d952-11eb-923e-d95dfd5674ed,953ecc7e-9b51-42dd-9dae-dfba97818761,5,19,38,4,,4K,Tue Mar 09 2021 16:47:38 GMT-0800 (Pacific Standard Time)
58c54110-d952-11eb-923e-d95dfd5674ed,84ecaf6f-246e-4abc-b007-d8ce7693bf16,30,28,23,8,Special Edition,4K,Thu May 06 2021 04:34:40 GMT-0700 (Pacific Daylight Time)
58c54111-d952-11eb-923e-d95dfd5674ed,abf18662-ba8a-4936-80e1-fe1b7eb07f89,40,35,11,31,Collector's Edition,DVD,Sat Sep 19 2020 01:33:11 GMT-0700 (Pacific Daylight Time)
58c54112-d952-11eb-923e-d95dfd5674ed,6032a5eb-cff4-4f46-8b4c-36bc6bd35be5,49,40,6,14,,Prime Video,Wed Mar 03 2021 17:26:26 GMT-0800 (Pacific Standard Time)
58c54113-d952-11eb-923e-d95dfd5674ed,07a5189c-0521-4b53-8473-2763b9acaa0f,36,22,36,29,Limited Collector's Edition,Blu-ray,Sat May 01 2021 11:56:36 GMT-0700 (Pacific Daylight Time)
58c54114-d952-11eb-923e-d95dfd5674ed,be13211e-9b77-4b71-987d-ce6f59cf09e5,43,37,20,21,Special Extended Version,Prime Video,Fri Feb 12 2021 03:39:13 GMT-0800 (Pacific Standard Time)
58c54115-d952-11eb-923e-d95dfd5674ed,e3c2e261-7a32-43d6-819b-d9ecb1e6b8ea,32,17,13,21,Limited Collector's Edition,Prime Video,Fri Oct 09 2020 19:36:09 GMT-0700 (Pacific Daylight Time)
58c54116-d952-11eb-923e-d95dfd5674ed,cea2622a-bf44-4041-8ee0-686254249a7f,31,9,21,16,Collector's Edition,4K,Sun Sep 13 2020 04:35:03 GMT-0700 (Pacific Daylight Time)
58c54117-d952-11eb-923e-d95dfd5674ed,ba71e3a2-343e-4109-90f3-663266a3d89e,35,12,37,19,Limited Edition,DVD,Sun May 02 2021 23:59:03 GMT-0700 (Pacific Daylight Time)
58c54118-d952-11eb-923e-d95dfd5674ed,3649669f-205b-4da8-90e5-536f7c8e1f14,23,12,9,14,Collector's Edition,Blu-ray,Sat Dec 12 2020 01:25:53 GMT-0800 (Pacific Standard Time)
58c54119-d952-11eb-923e-d95dfd5674ed,b86e9224-2d45-4d0c-aecf-7a37946271ed,12,22,33,12,Special Extended Version,Prime Video,Mon May 03 2021 18:18:11 GMT-0700 (Pacific Daylight Time)
58c5411a-d952-11eb-923e-d95dfd5674ed,24475110-248e-4746-b8ed-ebb032814da9,8,7,19,8,Limited Edition,Blu-ray,Sat May 08 2021 13:03:26 GMT-0700 (Pacific Daylight Time)
58c54120-d952-11eb-923e-d95dfd5674ed,b6af0db0-4d8e-4931-be95-5a425f5cc9cb,40,23,9,18,Limited Edition,Blu-ray,Fri Nov 27 2020 15:55:47 GMT-0800 (Pacific Standard Time)
58c54121-d952-11eb-923e-d95dfd5674ed,7d821b76-f81d-4a99-9429-76227528fa48,13,17,26,8,Special Extended Version,Blu-ray,Sun Dec 27 2020 01:56:42 GMT-0800 (Pacific Standard Time)
58c54127-d952-11eb-923e-d95dfd5674ed,5aff9019-c927-417c-9159-4f3a5adbfe8f,29,10,36,7,Special Edition,Blu-ray,Fri Apr 02 2021 23:04:11 GMT-0700 (Pacific Daylight Time)
58c54128-d952-11eb-923e-d95dfd5674ed,04e073df-d7a7-443e-b984-2784f3296615,0,17,31,3,Special Extended Version,DVD,Mon Oct 19 2020 05:48:03 GMT-0700 (Pacific Daylight Time)
58c54129-d952-11eb-923e-d95dfd5674ed,d9d784c7-bd3f-473a-9aba-d2f6891707c1,47,41,26,14,,4K,Fri Mar 19 2021 09:05:13 GMT-0700 (Pacific Daylight Time)
58c5412a-d952-11eb-923e-d95dfd5674ed,b160db2d-c779-4bc3-96dc-7641e72d5925,32,27,21,6,Limited Edition,DVD,Mon Aug 31 2020 06:05:39 GMT-0700 (Pacific Daylight Time)
58c5412b-d952-11eb-923e-d95dfd5674ed,3ae9c2d9-38f6-4b87-a166-cdfa9ddfc6ea,35,39,32,17,Collector's Edition,DVD,Sun Aug 09 2020 00:39:10 GMT-0700 (Pacific Daylight Time)
58c5412c-d952-11eb-923e-d95dfd5674ed,3eb97cd3-566c-4121-88a9-bb24c7bbc74f,39,39,35,29,Special Extended Version,4K,Sat Nov 07 2020 19:59:32 GMT-0800 (Pacific Standard Time)
58c5412d-d952-11eb-923e-d95dfd5674ed,6fa1ed44-0018-48d1-ab3d-54aa2ce796cb,33,10,31,25,Special Edition,DVD,Thu Oct 15 2020 00:52:44 GMT-0700 (Pacific Daylight Time)
58c5412e-d952-11eb-923e-d95dfd5674ed,4e2da5b1-355e-4d30-ba8d-316c7ef687c6,26,5,20,24,Collector's Edition,DVD,Tue Dec 01 2020 08:33:40 GMT-0800 (Pacific Standard Time)
58c5412f-d952-11eb-923e-d95dfd5674ed,ac62e00f-752b-469c-87b4-16c450de0d7e,35,18,26,24,Special Edition,Prime Video,Sun Apr 25 2021 09:47:40 GMT-0700 (Pacific Daylight Time)
58c54130-d952-11eb-923e-d95dfd5674ed,f7282052-d031-4aaa-8a94-85ec3b46378f,3,10,37,16,Limited Collector's Edition,Prime Video,Tue Oct 27 2020 16:06:20 GMT-0700 (Pacific Daylight Time)
58c54131-d952-11eb-923e-d95dfd5674ed,a9cfa063-b17a-4127-8a5f-42db7261ed3b,42,30,15,18,,Prime Video,Thu Oct 29 2020 21:58:42 GMT-0700 (Pacific Daylight Time)
58c54132-d952-11eb-923e-d95dfd5674ed,29a7aac1-3900-4168-85bc-dcb7db7d6555,35,26,20,16,Limited Edition,DVD,Fri Apr 23 2021 01:47:04 GMT-0700 (Pacific Daylight Time)
58c56810-d952-11eb-923e-d95dfd5674ed,52913588-0674-498c-aaf4-2da697c26b4b,32,15,17,13,Limited Collector's Edition,Blu-ray,Wed Jun 09 2021 06:54:20 GMT-0700 (Pacific Daylight Time)
58c56811-d952-11eb-923e-d95dfd5674ed,3fb70c23-ee00-42a5-84a3-cbc4ef8fcbac,25,36,28,22,Special Extended Version,Prime Video,Sun Apr 18 2021 03:24:12 GMT-0700 (Pacific Daylight Time)
58c56812-d952-11eb-923e-d95dfd5674ed,65e033a3-c75f-4df7-a9c4-945c9cc0711e,36,14,12,21,Special Edition,4K,Thu Oct 08 2020 18:43:05 GMT-0700 (Pacific Daylight Time)
58c56813-d952-11eb-923e-d95dfd5674ed,2b6d89d0-957d-4894-abd1-72104f213195,9,38,32,21,Limited Collector's Edition,Prime Video,Wed May 05 2021 06:27:24 GMT-0700 (Pacific Daylight Time)
58c56819-d952-11eb-923e-d95dfd5674ed,ddeef812-4b27-4087-802e-5b7505935cc5,7,13,8,7,,DVD,Sat Sep 26 2020 23:54:26 GMT-0700 (Pacific Daylight Time)
58c5681a-d952-11eb-923e-d95dfd5674ed,c0c64f3b-4aed-4bc1-b2fb-5304a1fa5ef6,44,14,27,28,Collector's Edition,DVD,Mon Oct 19 2020 23:20:50 GMT-0700 (Pacific Daylight Time)
58c5681b-d952-11eb-923e-d95dfd5674ed,408f4989-b3bb-4575-b9c1-5e2f42228760,36,24,39,21,,Blu-ray,Sat Nov 28 2020 17:33:19 GMT-0800 (Pacific Standard Time)
58c5681c-d952-11eb-923e-d95dfd5674ed,6a064b08-ce48-4e29-bcdf-60c244688cfd,6,13,18,9,,Prime Video,Tue Jan 26 2021 12:06:44 GMT-0800 (Pacific Standard Time)
58c5681d-d952-11eb-923e-d95dfd5674ed,63c05e88-387c-47ba-a79d-a08b94081f0f,34,5,21,5,Special Extended Version,4K,Thu May 27 2021 21:13:31 GMT-0700 (Pacific Daylight Time)
58c5681e-d952-11eb-923e-d95dfd5674ed,e77b0d7e-c414-423d-9d2a-5cbc3a92f2fb,12,36,9,27,Special Edition,Prime Video,Sat Sep 26 2020 10:50:28 GMT-0700 (Pacific Daylight Time)
58c5681f-d952-11eb-923e-d95dfd5674ed,0bd710c0-4576-4ff0-9e8b-c0203104e4b2,11,6,37,14,Special Extended Version,Prime Video,Wed Apr 07 2021 03:10:58 GMT-0700 (Pacific Daylight Time)
58c56825-d952-11eb-923e-d95dfd5674ed,cedf3c39-429f-49e9-99a3-94950af1cf3d,46,36,27,18,,Blu-ray,Mon Mar 29 2021 11:37:30 GMT-0700 (Pacific Daylight Time)
58c56826-d952-11eb-923e-d95dfd5674ed,c92e3fb5-b551-482c-a96c-33e1264b1087,42,35,25,24,,Prime Video,Sat Oct 03 2020 12:59:41 GMT-0700 (Pacific Daylight Time)
58c56827-d952-11eb-923e-d95dfd5674ed,569c76bd-1f0e-4825-8879-e3baf7127403,19,25,39,26,Special Edition,4K,Tue Oct 27 2020 18:41:46 GMT-0700 (Pacific Daylight Time)
58c56828-d952-11eb-923e-d95dfd5674ed,5b2b2c71-cb72-4bd0-8092-1e3ae946c92d,16,22,5,28,Limited Collector's Edition,4K,Mon Nov 09 2020 04:05:11 GMT-0800 (Pacific Standard Time)
58c56829-d952-11eb-923e-d95dfd5674ed,f16d61ff-05a6-4e7a-9436-6dae7766ff58,1,43,23,27,,Prime Video,Tue Sep 15 2020 17:51:52 GMT-0700 (Pacific Daylight Time)
58c5682a-d952-11eb-923e-d95dfd5674ed,6e93fb44-0de5-4fb6-b7b0-740e1c34a521,32,24,24,20,Special Extended Version,4K,Sat Jan 30 2021 20:26:03 GMT-0800 (Pacific Standard Time)
58c56830-d952-11eb-923e-d95dfd5674ed,e31c8149-22d0-4afb-996f-c91c1aabbc8f,30,29,22,13,Collector's Edition,Blu-ray,Fri Apr 30 2021 04:13:44 GMT-0700 (Pacific Daylight Time)
58c56831-d952-11eb-923e-d95dfd5674ed,68c82a11-bcfa-4004-9bbf-e07089199cf3,8,7,25,19,Special Extended Version,4K,Thu Jul 23 2020 04:27:41 GMT-0700 (Pacific Daylight Time)
58c56832-d952-11eb-923e-d95dfd5674ed,0f41f1de-4bbd-4f27-9fcd-14390e09793e,35,24,38,11,Special Extended Version,DVD,Mon Dec 14 2020 00:38:49 GMT-0800 (Pacific Standard Time)
58c56833-d952-11eb-923e-d95dfd5674ed,82078a5b-8563-41da-b685-6594af508bec,44,9,22,5,,4K,Sun Oct 18 2020 14:06:20 GMT-0700 (Pacific Daylight Time)
58c56834-d952-11eb-923e-d95dfd5674ed,32bf34a6-24d1-4ed6-9331-f2dc4a94726f,44,13,21,22,,4K,Sun Sep 06 2020 03:30:07 GMT-0700 (Pacific Daylight Time)
58c56835-d952-11eb-923e-d95dfd5674ed,d7e45f97-eef0-4d8e-b2b9-ce0aac782e3e,19,27,33,3,Limited Collector's Edition,DVD,Fri Feb 19 2021 15:01:54 GMT-0800 (Pacific Standard Time)
58c56836-d952-11eb-923e-d95dfd5674ed,08f829c8-6bbf-4cc9-83dc-3eed8a792926,24,10,34,12,Special Extended Version,Prime Video,Fri Apr 16 2021 11:28:34 GMT-0700 (Pacific Daylight Time)
58c56837-d952-11eb-923e-d95dfd5674ed,f3fabec4-3b61-49f6-83f6-dbf7fe21c37b,6,39,16,22,Collector's Edition,Prime Video,Sat Sep 05 2020 00:45:10 GMT-0700 (Pacific Daylight Time)
58c56838-d952-11eb-923e-d95dfd5674ed,4ab24928-7482-4649-b3d3-11ddbe5a6761,14,28,34,13,,Prime Video,Fri Jan 08 2021 11:23:37 GMT-0800 (Pacific Standard Time)
58c56839-d952-11eb-923e-d95dfd5674ed,c7bff7b6-70f1-48a9-856c-4afb4bd4411f,36,42,36,30,Limited Collector's Edition,Blu-ray,Wed Jan 20 2021 17:53:06 GMT-0800 (Pacific Standard Time)
58c5683a-d952-11eb-923e-d95dfd5674ed,4a29fbbd-0ad1-4460-b4fe-816e54843317,36,19,29,17,Limited Edition,4K,Sun Jul 19 2020 18:07:07 GMT-0700 (Pacific Daylight Time)
58c5683b-d952-11eb-923e-d95dfd5674ed,dcd12e20-51cc-4b15-a6da-9339fe173690,46,32,13,16,Limited Collector's Edition,Prime Video,Thu Oct 08 2020 10:14:02 GMT-0700 (Pacific Daylight Time)
58c5683c-d952-11eb-923e-d95dfd5674ed,38077098-5a01-40ca-ab5b-e97e9916f33f,18,5,6,20,Special Edition,Blu-ray,Sat Mar 06 2021 02:15:16 GMT-0800 (Pacific Standard Time)
58c5683d-d952-11eb-923e-d95dfd5674ed,f275a7b4-04ed-4965-b172-cbb311b2687d,14,6,29,21,Limited Collector's Edition,4K,Fri Nov 20 2020 20:19:34 GMT-0800 (Pacific Standard Time)
